car_id,brand,model,variant,body_type,year,price,fuel_type,mileage,transmission,seating_capacity,engine_cc,power_hp,torque_nm,safety_rating,safety_features,comfort_features,ground_clearance_mm,boot_space_liters,maintenance_cost_annual,warranty_years,colors_available,resale_value_3yr_percent,resale_value_5yr_percent,city_suitability_score,highway_suitability_score,mileage_score,performance_score,safety_score,comfort_score
404,MG,Hector Plus,SX,mpv,2025,2403355,Petrol,20.3,Manual,7,1500,182,220,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",181,241,48589,4,8,63.3,52.4,7.8,9.0,6.8,9.1,10,12.0
405,Mahindra,Marazzo,VX,mpv,2023,1589816,Diesel,27.7,AMT,7,2500,107,135,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",180,280,52549,4,6,55.8,45.6,6.8,8.5,9.2,5.4,6,10.0
406,Hyundai,i20,ZX,hatchback,2024,1258237,Petrol,15.4,Automatic,5,800,98,117,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",180,258,31212,3,9,55.7,54.8,9.0,6.1,5.1,4.9,10,10.0
407,Hyundai,Venue,ZX,suv,2024,6364950,Diesel,27.5,DCT,5,2200,192,250,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",186,284,179146,5,5,62.5,51.6,6.0,9.6,9.2,9.6,6,12.0
408,MG,Comet EV,Top,hatchback,2024,1611794,Electric,330.3,Automatic,5,0,240,294,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",165,378,48879,5,10,62.8,51.5,8.9,6.3,10.0,10.0,10,10.0
409,Honda,Elevate,Base,suv,2021,3951711,Diesel,25.3,Manual,5,2500,177,216,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",220,327,86732,3,7,63.2,54.5,7.6,8.2,8.4,8.8,6,12.0
410,Honda,Amaze,VX,sedan,2023,899013,Petrol,16.2,Manual,5,1600,109,139,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",185,435,34878,5,5,60.5,44.3,7.8,8.2,5.4,5.5,8,10.0
411,Toyota,Hilux,Mid,suv,2021,1216686,Petrol,15.2,Manual,7,1600,189,273,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",204,240,38207,3,8,68.1,50.0,6.7,8.9,5.1,9.4,6,10.0
412,Renault,Triber,Mid,mpv,2023,2834643,Petrol,13.3,Manual,8,2200,142,173,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",184,324,68747,5,5,59.2,40.6,6.3,8.9,4.4,7.1,8,12.0
413,Mahindra,Thar,Base,suv,2020,1223451,Diesel,25.3,AMT,5,2200,127,154,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",196,362,28778,3,7,61.1,44.5,7.4,9.7,8.4,6.3,10,10.0
414,Honda,Amaze,Mid,sedan,2024,1406052,Diesel,20.1,Manual,5,1200,102,151,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",176,546,39064,3,9,58.0,50.8,8.2,7.3,6.7,5.1,8,10.0
415,Toyota,Glanza,SX,hatchback,2025,622950,Diesel,26.4,Manual,5,1200,60,89,5,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",180,398,13673,3,6,61.3,48.2,8.3,6.8,8.8,3.0,10,10.0
416,Toyota,Urban Cruiser,VX,suv,2020,2095726,Diesel,22.0,AMT,7,2200,152,198,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",207,333,82742,4,6,61.9,45.6,7.1,8.3,7.3,7.6,10,12.0
417,Kia,Carens,EX,mpv,2020,1520225,Petrol,20.4,Manual,7,1500,183,220,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",188,392,49371,5,10,61.7,48.7,6.1,8.6,6.8,9.2,10,10.0
418,Mahindra,Marazzo,Mid,mpv,2025,1520232,Petrol,17.6,AMT,8,2200,182,256,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",190,257,45836,4,7,59.6,53.5,7.8,9.3,5.9,9.1,10,10.0
419,Maruti Suzuki,Ertiga,Base,mpv,2020,2976689,Petrol,21.5,Manual,8,1600,173,259,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",177,249,96222,4,9,61.4,54.1,6.8,9.5,7.2,8.7,8,12.0
420,Kia,Seltos,EX,suv,2025,2116227,Petrol,13.5,AMT,7,2000,170,212,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",185,223,43409,3,9,57.3,49.3,7.1,9.9,4.5,8.5,8,12.0
421,Maruti Suzuki,Ciaz,ZX,sedan,2025,1384570,Petrol,19.8,DCT,5,1200,114,165,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",186,413,35305,3,5,64.6,48.7,7.2,7.9,6.6,5.7,10,10.0
422,Nissan,Magnite,Top,hatchback,2021,646467,Petrol,22.7,Manual,5,1000,73,96,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",162,374,25331,3,10,61.3,53.3,9.3,6.9,7.6,3.6,8,10.0
423,Tata,Tigor,Base,sedan,2024,1318925,CNG,21.4,Manual,5,1500,119,164,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",171,407,40516,5,6,58.2,45.5,8.8,7.1,7.1,5.9,6,10.0
424,Tata,Tigor,Top,sedan,2021,1030736,Petrol,17.8,DCT,5,1600,115,160,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",181,502,39628,4,6,65.3,53.3,7.6,7.8,5.9,5.8,8,10.0
425,Nissan,Magnite,LX,suv,2025,4886906,Diesel,21.9,Automatic,7,2000,140,194,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",207,251,153169,4,5,61.7,53.3,7.9,8.5,7.3,7.0,8,12.0
426,Kia,Carens,EX,suv,2020,2824458,Petrol,15.9,Manual,5,1500,127,177,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",200,231,57033,5,10,59.9,47.0,7.6,9.8,5.3,6.3,8,12.0
427,Renault,Kwid,VX,hatchback,2021,609502,Petrol,18.3,Manual,7,1200,98,145,5,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",173,331,22105,3,5,67.0,47.5,10.0,6.8,6.1,4.9,10,10.0
428,Tata,Nexon EV,EX,suv,2020,1537223,Electric,347.3,Automatic,5,0,84,117,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",198,233,56620,4,9,68.8,40.6,7.3,8.1,10.0,4.2,10,10.0
429,Honda,Elevate,ZX,suv,2020,1423337,Petrol,15.8,DCT,7,2200,163,237,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",219,226,29300,3,6,56.6,44.8,7.4,8.9,5.3,8.1,10,10.0
430,Tata,Tiago,ZX,hatchback,2021,591552,CNG,31.2,Automatic,5,800,63,93,3,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",170,347,15024,3,9,61.9,41.9,9.7,7.5,10.0,3.1,6,4.0
431,Kia,Carens,Alpha,mpv,2025,3855119,Petrol,18.9,DCT,8,2200,128,157,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",187,221,104320,3,10,66.0,43.1,6.2,9.9,6.3,6.4,10,12.0
432,Maruti Suzuki,Dzire,LX,sedan,2020,1784932,Petrol,16.6,Manual,5,1500,93,134,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",187,516,59091,5,6,58.3,45.5,9.0,8.7,5.5,4.7,10,10.0
433,Hyundai,Tucson,Top,suv,2024,2078745,CNG,21.8,CVT,5,1500,158,198,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",213,315,56207,3,5,60.3,43.2,6.8,8.9,7.3,7.9,6,12.0
434,Toyota,Glanza,VX,hatchback,2021,961323,Petrol,12.6,Manual,5,1000,72,95,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",163,262,31653,3,5,55.8,40.5,8.5,6.1,4.2,3.6,8,10.0
435,Hyundai,Creta,EX,suv,2021,3687982,Petrol,20.8,Manual,7,1600,200,252,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",218,273,127890,3,9,68.6,49.3,7.5,9.7,6.9,10.0,8,12.0
436,Toyota,Glanza,Top,hatchback,2024,537358,Petrol,17.5,Manual,5,1000,61,76,4,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",162,293,18046,3,7,69.5,48.7,9.0,6.5,5.8,3.0,8,4.0
437,Hyundai,i10,VX,hatchback,2022,598165,CNG,29.1,Manual,5,1200,81,108,5,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",177,315,19899,4,8,55.2,45.3,9.4,7.8,9.7,4.1,10,4.0
438,Hyundai,Kona Electric,Base,suv,2023,5798805,Electric,329.6,Automatic,5,0,248,371,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",181,262,182962,5,7,58.1,41.3,7.8,8.8,10.0,10.0,8,12.0
439,Hyundai,Kona Electric,SX,suv,2024,3641576,Electric,497.5,Automatic,5,0,169,247,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",206,270,95360,3,9,65.5,52.5,6.2,9.6,10.0,8.4,8,12.0
440,Nissan,Magnite,Mid,suv,2020,2224358,Diesel,22.0,Manual,7,2500,137,190,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",199,324,57311,4,8,55.6,44.2,7.2,8.1,7.3,6.9,8,12.0
441,Honda,Jazz,ZX,hatchback,2023,862741,Petrol,12.0,DCT,5,1000,92,128,5,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",168,286,34439,3,9,68.8,44.4,8.1,7.9,4.0,4.6,10,8.0
442,Mahindra,Marazzo,EX,mpv,2022,2583467,CNG,30.7,Manual,8,2500,155,217,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",183,235,86976,3,6,61.2,43.0,6.6,8.6,10.0,7.8,8,12.0
443,Kia,Carens,Top,mpv,2023,3787098,Petrol,20.3,Manual,8,2000,154,206,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",179,207,144860,3,5,66.3,49.2,6.6,8.5,6.8,7.7,10,12.0
444,Renault,Kiger,Alpha,suv,2020,1551274,Diesel,26.5,CVT,7,2200,185,222,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",185,214,39407,5,7,63.9,52.3,7.1,9.4,8.8,9.2,10,10.0
445,Maruti Suzuki,WagonR,Alpha,hatchback,2023,830283,Petrol,12.6,CVT,7,1200,91,112,5,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",180,329,28547,3,9,65.3,41.7,8.0,7.2,4.2,4.5,10,10.0
446,Hyundai,i10,LX,hatchback,2023,1023411,Petrol,12.3,AMT,5,800,67,86,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",177,316,37286,5,10,64.3,46.5,9.3,6.4,4.1,3.4,8,10.0
447,MG,Hector Plus,VX,mpv,2023,3441169,Petrol,23.5,Manual,8,2200,149,209,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",178,308,79020,4,5,63.5,40.2,6.6,9.3,7.8,7.5,6,12.0
448,Maruti Suzuki,Grand Vitara,SX,suv,2025,931804,Diesel,21.5,Manual,5,2500,164,207,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, AC, Power Steering",191,367,21457,5,9,60.1,50.7,7.6,8.6,7.2,8.2,10,8.0
449,Kia,Carens,Alpha,mpv,2025,1812827,Petrol,18.3,DCT,8,2500,179,259,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",172,224,60376,4,8,59.9,43.5,7.5,9.8,6.1,8.9,6,10.0
450,Maruti Suzuki,Brezza,Base,suv,2021,3840041,Diesel,16.9,Manual,7,1600,141,173,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",188,363,120867,3,7,62.4,50.2,6.5,9.5,5.6,7.0,8,12.0
451,Hyundai,Grand i10 Nios,Mid,hatchback,2024,466313,Petrol,21.7,AMT,5,1200,94,137,4,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",180,385,13953,3,8,62.5,45.3,9.8,7.7,7.2,4.7,8,4.0
452,Kia,Carens,Mid,mpv,2021,1406747,Petrol,18.2,AMT,7,1600,106,146,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",173,299,47921,3,7,56.1,48.6,7.7,9.9,6.1,5.3,8,10.0
453,Renault,Duster,Base,suv,2022,2906649,Diesel,27.2,Manual,5,2000,153,195,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",183,235,70005,5,10,68.7,40.9,7.0,9.6,9.1,7.7,8,12.0
454,Nissan,Magnite,Mid,hatchback,2020,1037332,CNG,30.7,Manual,5,1200,62,76,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",173,372,27041,3,5,55.4,51.7,8.4,7.2,10.0,3.1,8,10.0
455,Renault,Triber,EX,mpv,2020,3252962,Petrol,20.3,Automatic,8,1600,114,151,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",176,290,77657,4,6,58.5,48.8,6.5,9.5,6.8,5.7,10,12.0
456,Renault,Kwid,LX,hatchback,2025,945844,CNG,20.7,Manual,5,800,80,104,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",164,351,27972,3,5,56.1,54.1,8.4,7.4,6.9,4.0,8,10.0
457,MG,Hector,Alpha,suv,2021,3974734,Petrol,18.3,Automatic,5,1500,144,211,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",219,324,101736,3,9,58.5,51.1,6.4,8.7,6.1,7.2,10,12.0
458,Tata,Tiago,SX,hatchback,2023,623744,Petrol,17.4,AMT,5,800,77,98,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",168,348,18654,4,8,55.7,43.1,8.4,6.9,5.8,3.9,8,8.0
459,Maruti Suzuki,Brezza,Alpha,suv,2020,4752544,Diesel,27.2,CVT,5,1500,143,202,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",207,400,164364,5,5,63.3,54.3,7.9,8.6,9.1,7.1,8,12.0
460,Renault,Triber,Alpha,mpv,2022,3726180,Petrol,23.5,CVT,7,1500,135,194,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",167,263,132006,4,9,60.9,49.2,6.7,9.3,7.8,6.8,10,12.0
461,Nissan,Magnite,VX,hatchback,2024,812839,Petrol,15.9,AMT,5,1000,61,81,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",180,392,19798,3,5,59.1,49.2,8.6,6.1,5.3,3.0,8,10.0
462,Tata,Harrier,VX,suv,2024,2596526,Diesel,17.5,Automatic,5,1500,129,159,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",212,312,82044,3,10,58.4,54.3,8.0,10.0,5.8,6.5,6,12.0
463,Maruti Suzuki,Brezza,LX,suv,2021,5485563,Petrol,17.3,Manual,5,1600,141,193,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",206,218,180133,4,5,59.9,51.8,6.7,8.8,5.8,7.0,10,12.0
464,Toyota,Innova Hycross,Base,mpv,2025,987110,Hybrid,21.6,Manual,8,2500,103,126,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",171,296,36142,3,10,57.3,51.4,7.3,9.9,7.2,5.2,8,10.0
465,Mahindra,Marazzo,Alpha,mpv,2021,4049586,Petrol,19.3,DCT,8,2000,124,179,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",172,284,100678,4,8,59.7,54.6,7.4,8.9,6.4,6.2,8,12.0
466,Kia,Sonet,ZX,suv,2025,6189796,Petrol,16.3,CVT,7,2200,200,265,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",188,337,154118,4,9,65.0,49.1,7.6,8.7,5.4,10.0,8,12.0
467,Hyundai,i20,EX,hatchback,2025,1147757,Petrol,13.8,Manual,5,1000,60,75,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",164,258,42096,3,6,69.8,42.0,9.7,7.8,4.6,3.0,8,10.0
468,Kia,Seltos,EX,suv,2023,4406690,Petrol,15.5,Automatic,5,2500,178,219,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",184,389,169280,4,10,61.7,52.5,6.6,9.0,5.2,8.9,10,12.0
469,Tata,Tigor,Top,sedan,2022,2016449,Diesel,24.1,Manual,5,1500,108,135,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",173,424,49695,4,5,63.5,53.5,8.2,8.7,8.0,5.4,10,12.0
470,Kia,Carens,EX,suv,2022,3084146,Petrol,13.7,Automatic,7,2000,173,253,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",202,272,71897,4,8,61.6,53.3,6.6,9.8,4.6,8.7,8,12.0
471,Nissan,Magnite,VX,hatchback,2024,1120089,Petrol,14.5,Manual,5,1200,62,92,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",175,256,30680,4,8,66.0,47.8,9.7,6.6,4.8,3.1,8,10.0
472,Hyundai,i20,EX,hatchback,2025,679330,Petrol,13.0,Manual,5,1000,65,92,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",165,379,18142,4,10,62.7,51.7,9.4,6.6,4.3,3.2,8,10.0
473,Maruti Suzuki,Ertiga,Alpha,mpv,2025,1281781,Petrol,22.1,CVT,7,1600,175,229,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",180,238,38056,3,8,59.2,43.0,7.8,9.9,7.4,8.8,10,10.0
474,Tata,Altroz,VX,hatchback,2023,775340,Petrol,19.6,AMT,5,1200,71,103,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",175,350,24777,5,7,56.4,41.7,9.8,7.5,6.5,3.5,10,10.0
475,MG,Astor,EX,suv,2020,2065513,Petrol,15.8,AMT,5,1600,199,291,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",211,353,58330,3,7,59.0,43.2,7.7,8.8,5.3,9.9,10,12.0
476,Renault,Duster,ZX,suv,2021,1505786,Diesel,20.8,Manual,5,1600,143,198,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",194,346,56485,5,10,56.7,54.5,7.2,8.3,6.9,7.1,6,10.0
477,Renault,Kwid,EX,hatchback,2022,962291,Petrol,20.5,Manual,7,1200,63,85,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",177,351,35791,3,6,68.7,45.0,8.4,7.5,6.8,3.1,8,8.0
478,Maruti Suzuki,Alto,Alpha,hatchback,2025,1226412,Petrol,16.8,CVT,5,1000,79,95,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",168,281,44469,4,8,57.0,51.1,8.5,6.2,5.6,4.0,8,10.0
479,Maruti Suzuki,WagonR,Alpha,hatchback,2024,1093666,Petrol,13.8,DCT,5,1000,87,117,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",166,275,27653,5,8,60.6,46.4,8.4,6.8,4.6,4.3,6,10.0
